名称,发文数,关注数,粉丝数,获赞数,认证,位置,简介,文章id,标题,发布时间,评论数,转发数,点赞数
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,2020022618091701001504513827024BB7,【埃及前总统穆巴拉克逝世  享年91岁】据埃及媒体报道，当地时间25日上午，埃及前总统穆巴拉克在开罗去世，享年91岁。胡斯尼·穆巴拉克出生于1928年5月4日，于1981年10月14日起就任埃及总统，于2011年初爆发的大规模反政府示威中被迫下台。（总台记者陆隽弘） ​​​​,2020/2/25 19:45,8,1,439
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,2020022618091701001504513827024BB7,国务院：免征湖北境内小规模纳税人增值税3个月 其他地区降至1%,2020/2/25 19:41,20,2,0
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,2020022618091701001504513827024BB7,专访法医刘良：新冠肺炎逝者尸检病理结果将很快揭晓,2020/2/25 19:35,566,49,2648
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,2020022618091701001504513827024BB7,【送别！湖北57岁干部带病奋战因公殉职】昨晚，湖北省京山市新冠肺炎疫情防控指挥部医疗救治和专家组成员、市卫生健康局党组成员崔靖因连续奋战防疫一线，过度劳累，突发急性肾功能衰竭，经抢救无效逝世，终年57岁。自疫情防控工作开展以来，他一直坚守岗位，2月5日他突发肾绞痛、肾积水，还坚持带病工作……（总台央视记者李炜）,2020/2/25 18:53,167,7,888
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,2020022618091701001504513827024BB7,【沈阳严防境外疫情输入  体温无异常乘客专车接送】从今日起，沈阳将严防境外疫情输入，采取相应防控措施，严格控制疫情传播扩散：①关口前移，相关部门在境外航班降落3小时前掌握相关信息②入关的所有乘客均接受体温检测，测温无异常的乘客安排专车接送③如乘客有发热症状，安排120救护车送至发热门诊诊断治疗。（总台央视记者李承泽）,2020/2/25 18:16,359,12,541
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,2020022618091701001504513827024BB7,习近平对全国春季农业生产工作作出重要指示,2020/2/25 17:55,18,1,0
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,2020022618091701001504513827024BB7,习近平同埃塞俄比亚总理阿比通电话,2020/2/25 17:53,8,2,0
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,2020022618091701001504513827024BB7,习近平同阿联酋阿布扎比王储穆罕默德通电话,2020/2/25 17:50,11,1,0
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,2020022618091701001504513827024BB7,Vlog丨我的医生爸爸撒谎了：去广州，开会去！五十人！,2020/2/25 17:13,331,38,2325
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,2020022618091701001504513827024BB7,"<a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1656848084597790"">#疫情联防联控实时播报#</a> 【日本确诊853例新冠肺炎】截至当地时间25日下午五点，日本的新冠肺炎感染者共计853人。其中包括在日本国内的感染者和中国游客等148人，“钻石公主”号邮轮的乘客和乘务人员691人，以及乘坐日本政府包机回到日本国内的14人。（总台记者何欣蕾） ​​​​",2020/2/25 17:01,45,8,486
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,2020022618091701001504513827024BB7,【韩国限制防疫物资出口】为应对不断升级的新冠肺炎疫情，韩国政府决定从26日零时起至4月30日，实施紧急调整口罩和洗手液消毒液等防疫物资供应措施。具体包括，从26日起韩国全面禁止销售商出口口罩，生产厂家的出口量也限制在当天生产量的10%以内。此外，鉴于韩国防疫形势严峻，原计划于3月22日-29日举行的世界乒乓球锦标赛已决定推迟至6月21日-28日。（总台记者李大杰）,2020/2/25 17:00,250,15,1046
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,2020022618091701001504513827024BB7,【即日起，山东威海要求日韩等国入境人员集中居住14天】今天，山东省威海市研究部署威海防控境外疫情输入工作，要求从即日起，对从日本、韩国等国家来威海的入境人员，包括外籍人员和中方人员，全部统一接到宾馆免费集中居住，14天后解除集中居住。对2月10日以来从日韩已经入境的中外人员，全部进行电话随访，了解每个人的身体状况，对发热人员和密切接触者迅速进行专业处置。（威海发布）,2020/2/25 16:57,7428,253,6167
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180920010014047067250314D4,戴口罩长痘该怎么办？,2020/2/25 16:28,65,11,379
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180920010014047067250314D4,"<a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1656848084597790"">#疫情联防联控实时播报#</a> 【韩国累计确诊977例新冠肺炎  死亡10人】据韩国卫生部门消息，截至当地时间25日16时，韩国新型冠状病毒感染总数达到977人，死亡10人。（总台记者唐鑫） ​​​​",2020/2/25 16:17,1011,25,1107
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180920010014047067250314D4,低风险区域不等于没有风险  居民还是要做好防护！,2020/2/25 16:15,6,1,122
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180920010014047067250314D4,安徽将省重大突发公共卫生事件一级响应调整为二级,2020/2/25 15:55,2,0,0
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180920010014047067250314D4,山东青岛对入境人员中的“四类情形”实行集中隔离或留观,2020/2/25 15:52,40,2,0
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180920010014047067250314D4,疫情低风险地区要外防输入,2020/2/25 15:48,9,2,137
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180920010014047067250314D4,央视快评丨毫不放松抓紧抓实抓细各项防控工作,2020/2/25 15:07,5,1,0
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180920010014047067250314D4,对入境飞机消毒杀菌 青岛机场对国际进港航班加强防疫措施,2020/2/25 14:32,32,0,0
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180920010014047067250314D4,香港教育局：全港学校拟推迟至4月20日复课,2020/2/25 14:30,35,0,0
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180920010014047067250314D4,【湖北5地昨日新增确诊病例为0】据湖北省卫健委消息，2月24日0-24时，湖北全省新增新冠肺炎确诊病例499例。其中：武汉市464例、孝感市17例、黄石市3例、十堰市2例、宜昌市2例、荆州市2例、鄂州市2例、随州市2例、仙桃市2例、襄阳市1例、天门市1例、潜江市1例，荆门市、黄冈市、咸宁市、恩施州、神农架林区均为0例。,2020/2/25 14:26,786,24,1883
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180920010014047067250314D4,韩国大邱排队数百米买口罩,2020/2/25 13:17,100,6,317
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180920010014047067250314D4,战“疫”每日观察丨“5人见面会”是“17万人大会”的生动注脚,2020/2/25 12:56,10,2,0
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180920010014047067250314D4,3月3一6日北京市高三学生将进行高考适应性测试,2020/2/25 12:30,37,2,0
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180920010014047067250314D4,火神山一线实录丨出院者手书：如果需要血浆，我们都愿意,2020/2/25 12:28,20,3,325
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180920010014047067250314D4,国务院应对新冠肺炎疫情联防联控机制：对湖北继续采取最严格的防控措施,2020/2/25 12:16,166,2,0
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,刘智明被追授全省优秀共产党员称号,2020/2/25 12:09,44,8,1076
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,世卫组织前高官：考虑东京奥运会太早 日本还处于抗击疫情“十字路口”,2020/2/25 12:04,32,1,0
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,【全国23地无新增确诊病例，继续加油！】不懈怠、不放松、不扎堆，戴好口罩，坚持下去！,2020/2/25 11:46,211,46,668
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,【滞留在鄂外地人员由当地政府提供救助】25日，湖北省政府门户网站 发布《湖北省新型冠状病毒感染肺炎疫情防控指挥部通告》。①对因离鄂通道管控滞留在湖北、生活存在困难的外地人员（以下简称滞留在鄂外地人员），由当地政府及有关方面提供救助服务。②滞留在鄂外地人员可通过12345服务热线、湖北省政务服务网、鄂汇办APP等平台反映困难诉求。③对在湖北就业就学的人员，由所在单位、学校提供必要生活保障。对自由职业人员或因出差、探亲、访友、休假等滞留人员，由现住地所在社区（村）及时了解困难问题，积极协调解决。对有就业愿望且通过健康检测、医学观察的人员，由人社部门组织用工需求对接，提供就业服务。对急需医疗救助的人员，由卫生健康部门协调医疗机构及时给予救治。对生活无着落、确有困难的人员，由各地设置集中安置点，提供食宿、医疗等基本生活保障。,2020/2/25 10:59,846,34,650
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,韩国拟对大邱采取超强防控措施力阻疫情蔓延,2020/2/25 10:55,94,2,0
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,支持复工复产 国家市场监管总局提出“先承诺、当场办”,2020/2/25 10:49,6,3,0
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,瑞德西韦临床试验结果4月27日公布,2020/2/25 10:46,191,8,565
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,乔丹深情悼念科比：兄弟，我的一部分随你而去了……,2020/2/25 10:34,237,76,1197
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,【8个企业抗击疫情的数字，为这些企业点赞！】①全国已有超3000家企业经营范围新增“口罩、防护服、医疗器械”等业务；②“我有熔喷布，谁有口罩机？”中石化找到合作伙伴24小时后，已对接完成11条口罩生产线；③不到3天，广汽集团工程师学完原本2周的培训内容，组装调试出第一台防护口罩生产设备…谢谢你们，中国加油！,2020/2/25 10:17,45,9,147
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,命运与共，中国向世界展现战“疫”中的大国担当,2020/2/25 9:23,24,2,0
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,"<a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1656848084597790"">#疫情联防联控实时播报#</a> 【韩国确诊893例新冠肺炎】据韩国卫生部门消息，截至当地时间25日9时，韩国再次确诊新增60名新型冠状病毒感染者，感染总数达到893人，死亡8人。（总台记者 唐鑫） ​​​​",2020/2/25 9:21,521,24,1414
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,【韩国将对“新天地”教会全部成员进行病毒检测】据韩国政府部门25日消息：韩国政府已同“新天地”教会方面协商，在获得该教会所有人员名单后，将对所有成员进行新型冠状病毒检测。据悉全部人员名单达21万人左右，韩国政府将逐步展开对所有人的排查，并及时向社会通报检测结果。截至24日数据，韩国全部感染者中有约6成感染都可以追溯到这家教会。（总台记者唐鑫）,2020/2/25 9:17,250,14,410
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,【全国连续13天治愈出院超千人】2月24日，31个省（自治区、直辖市）和新疆生产建设兵团报告当日新增治愈出院病例2589例。至此，全国已连续13天实现治愈出院超千人。截至24日24时，全国累计治愈出院病例27323例。坚持住，继续加油！ ​​​​,2020/2/25 8:55,35,1,378
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,【9例！湖北以外新增确诊降至个位数】2月24日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例508例。其中，湖北新增确诊病例499例，除湖北以外各地共新增确诊9例。不懈怠、不放松、不扎堆，戴好口罩，坚持下去！,2020/2/25 8:53,236,12,1373
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,"【湖北新增新冠肺炎499例 累计确诊新冠肺炎64786例】湖北新增确诊病例499例（武汉464例），新增治愈出院病例2116例（武汉1391例），新增死亡病例68例（武汉56例），现有确诊病例43369例（武汉34691例），其中重症病例8675例（武汉7647例）。累计治愈出院病例18854例（武汉10337例），累计死亡病例2563例（武汉2043例），累计确诊病例64786例（武汉47071例）。新增疑似病例373例（武汉282例），现有疑似病例2292例（武汉1529例）。<a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1656848084597790"">#疫情联防联控实时播报#</a>",2020/2/25 8:51,421,19,1849
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,"【全国新增508例确诊病例 累计确诊新冠肺炎77658例 】2月24日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例508例，新增死亡病例71例（湖北68例，山东2例，广东1例），新增疑似病例530例。<br>  当日新增治愈出院病例2589例，解除医学观察的密切接触者15758人，重症病例减少789例。<br>  截至2月24日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例47672例（其中重症病例9126例），累计治愈出院病例27323例，累计死亡病例2663例，累计报告确诊病例77658例，现有疑似病例2824例。累计追踪到密切接触者641742人，尚在医学观察的密切接触者87902人。<br>  湖北新增确诊病例499例（武汉464例），新增治愈出院病例2116例（武汉1391例），新增死亡病例68例（武汉56例），现有确诊病例43369例（武汉34691例），其中重症病例8675例（武汉7647例）。累计治愈出院病例18854例（武汉10337例），累计死亡病例2563例（武汉2043例），累计确诊病例64786例（武汉47071例）。新增疑似病例373例（武汉282例），现有疑似病例2292例（武汉1529例）。<br>  累计收到港澳台地区通报确诊病例121例：香港特别行政区81例（出院19例，死亡2例），澳门特别行政区10例（出院6例），台湾地区30例(出院5例，死亡1例)。 <a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1656848084597790"">#疫情联防联控实时播报#</a> ",2020/2/25 8:49,262,35,4350
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,【江苏省将疫情防控一级响应调整为二级响应】根据国家有关法律法规规定和当前新冠肺炎疫情防控形势，江苏省人民政府研究决定，自今天零时起，将疫情防控应急响应级别由突发公共卫生事件一级响应调整为二级响应。,2020/2/25 8:29,315,18,1260
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,"【美国确诊53例新冠肺炎病例】当地时间24日，美国疾病控制与预防中心确认，美国已确诊53例新冠肺炎病例。截至目前，在美国已确诊病例当中，36例为日本“钻石公主”号邮轮上的美撤侨人员，3例为中国武汉的撤侨人员，14例为美国本土的确诊病例。美国公共卫生官员称，撤侨的美国公民中确诊病例可能还会增加。（总台记者王晋燕）<a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1656848084597790"">#疫情联防联控实时播报#</a> ",2020/2/25 8:25,3180,4,4875
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,202002261809230100100242190802691F,"【意大利累计确诊新冠肺炎229例】当地时间24日晚间，意大利确认第7例新冠病毒感染肺炎死亡病例。据报道，这名男性患者62岁，来自伦巴第大区洛迪省，上周末确诊并被转移至位于科莫的医院。截至当天，意大利累计确诊229例新冠肺炎确诊病例，其中1人治愈出院。（总台记者李耀洋）<a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1656848084597790"">#疫情联防联控实时播报#</a> ",2020/2/25 8:24,45,1,178
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180926010016029036090290FB,【联合国秘书长呼吁各国竭尽所能遏制新冠肺炎】当地时间24日，联合国秘书长古特雷斯在世卫组织日内瓦总部了解新冠肺炎疫情情况时，呼吁各国遵守非歧视原则，尊重人权，应竭尽所能遏制新冠肺炎。古特雷斯同时表达了对中国人民的感谢，他表示，根据世卫组织提供的信息，从二月初以来，中国新冠肺炎病例数量开始下降，中国人民的奉献避免了病毒的（进一步）传播，帮助了全人类。（总台记者朱赫）,2020/2/25 8:20,23,1,553
央视新闻,59983,16,77905799,31987615,中央电视台新闻中心官方账号,,中央电视台新闻中心头条新闻官方帐号，是央视重大新闻、突发事件、重点报道的发布平台。,20200226180926010016029036090290FB,【世卫组织：新冠肺炎仍非全球性流行病】当地时间24日，世卫组织在日内瓦召开发布会时表示，中国采取的防疫措施有效控制疫情，值得全球借鉴。目前尚不足以宣布新冠肺炎为全球性流行病，但应做好其可能发展成全球性流行病的准备。目前，意大利、伊朗、韩国等国的疫情令人担忧。世卫组织将针对防疫工作提供必要的技术性支持，帮助各国了解病毒及传播方式。（总台记者朱赫）,2020/2/25 8:10,20,2,593
